RowNumber,CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalary,TenureAge,ScoreAge,tenure_age,tenure_salary,score_age,score_salary,newAge,newCreditScore,AgeScore,BalanceScore,SalaryScore,newEstimatedSalary,score_balance,age_balance,balance_salary,age_hascrcard,product_utilization_rate_by_year,product_utilization_rate_by_salary,countries_monthly_average_salaries,Germany,Spain,Female,Male
2035,15634262,Fantin,709,34,4,148375.19,2,1,1,21521.38,0,6.894315792,0.117647059,20.85294118,0.235294118,0.000185862,41.70588235,0.032943984,30,8,3,9,2,1793.448333,209.2738928,4363.976176,6.894315792,0.029411765,0.5,9.29E-05,0.378364627,TRUE,FALSE,FALSE,TRUE
2036,15799825,Bentley,583,44,8,0,2,1,1,27431.62,0,0,0.181818182,13.25,0.296296296,0.000291634,21.59259259,0.021252846,36,3,7,1,2,2285.968333,0,0,0,0.022727273,0.25,7.29E-05,0.618497926,FALSE,FALSE,TRUE,FALSE
2037,15756875,Freeman,782,34,6,147422.44,1,0,1,42143.61,0,3.498097102,0.176470588,23,0.352941176,0.00014237,46,0.018555601,28,10,3,9,3,3511.9675,188.5197442,4335.954118,3.498097102,0,0.166666667,2.37E-05,1.556033451,FALSE,TRUE,FALSE,TRUE
2038,15678146,Wong,668,24,7,173962.32,1,0,0,106457.11,1,1.634107107,0.291666667,27.83333333,1,6.58E-05,95.42857143,0.006274827,17,6,1,10,6,8871.425833,260.4226347,7248.43,1.634107107,0,0.142857143,9.39E-06,3.930627308,FALSE,TRUE,TRUE,FALSE
2039,15710743,Onwuamaeze,621,47,0,0,1,1,1,133831.37,1,0,0,13.21276596,0,0,20.7,0.004640168,47,4,7,1,7,11152.61417,0,0,0,0.021276596,1,7.47E-06,3.017482188,FALSE,FALSE,FALSE,TRUE
2041,15626684,Huang,547,38,5,167539.97,1,0,1,159207.34,0,1.052338228,0.131578947,14.39473684,0.238095238,3.14E-05,26.04761905,0.003435771,33,2,5,10,8,13267.27833,306.2887934,4408.946579,1.052338228,0,0.2,6.28E-06,3.589631584,FALSE,FALSE,TRUE,FALSE
2042,15709846,Yeh,840,39,1,94968.97,1,1,0,84487.62,0,1.124057821,0.025641026,21.53846154,0.045454545,1.18E-05,38.18181818,0.009942285,38,10,5,5,5,7040.635,113.0582976,2435.101795,1.124057821,0.025641026,1,1.18E-05,1.904933712,FALSE,FALSE,TRUE,FALSE
2043,15635459,Shih,667,27,3,106116.5,2,1,0,3674.71,0,28.87751687,0.111111111,24.7037037,0.3,0.000816391,66.7,0.181510922,24,6,1,6,1,306.2258333,159.0952024,3930.240741,28.87751687,0.037037037,0.666666667,0.000544261,0.064604606,TRUE,FALSE,TRUE,FALSE
2044,15642544,Henderson,723,34,5,0,2,0,1,12092.03,0,0,0.147058824,21.26470588,0.294117647,0.000413496,42.52941176,0.059791449,29,8,3,1,1,1007.669167,0,0,0,0,0.4,0.000165398,0.272637762,FALSE,FALSE,FALSE,TRUE
2045,15566494,Fang,487,45,2,0,2,1,0,77475.73,0,0,0.044444444,10.82222222,0.071428571,2.58E-05,17.39285714,0.006285839,43,1,7,1,4,6456.310833,0,0,0,0.022222222,1,2.58E-05,1.746837347,FALSE,FALSE,FALSE,TRUE
2046,15655238,Dellucci,668,31,9,0,2,0,0,41291.73,0,0,0.290322581,21.5483871,0.642857143,0.000217961,47.71428571,0.016177574,22,6,2,1,3,3440.9775,0,0,0,0,0.222222222,4.84E-05,0.931000406,FALSE,FALSE,TRUE,FALSE
2047,15733429,Chou,520,34,8,120018.86,2,1,1,343.38,0,349.5219873,0.235294118,15.29411765,0.470588235,0.023297804,30.58823529,1.514357272,26,1,3,7,1,28.615,230.8055,3529.966471,349.5219873,0.029411765,0.25,0.005824451,0.00603692,TRUE,FALSE,FALSE,TRUE
2048,15814536,Conti,549,37,2,112541.54,2,0,0,47432.43,0,2.372670766,0.054054054,14.83783784,0.1,4.22E-05,27.45,0.01157436,35,2,4,7,3,3952.7025,204.9936976,3041.663243,2.372670766,0,1,4.22E-05,1.06945414,FALSE,FALSE,FALSE,TRUE
2049,15771702,Roberts,567,35,5,166118.45,2,1,0,127827.18,0,1.299554993,0.142857143,16.2,0.277777778,3.91E-05,31.5,0.004435676,30,3,4,10,7,10652.265,292.977866,4746.241429,1.299554993,0.028571429,0.4,1.56E-05,2.882106331,FALSE,FALSE,TRUE,FALSE
2050,15723008,Lo Duca,720,45,1,102882.4,2,1,1,35633.15,1,2.887266492,0.022222222,16,0.035714286,2.81E-05,25.71428571,0.020205904,44,8,7,6,2,2969.429167,142.8922222,2286.275556,2.887266492,0.022222222,2,5.61E-05,0.803416982,FALSE,FALSE,TRUE,FALSE
2051,15797160,Glover,492,49,8,0,1,1,1,182865.09,1,0,0.163265306,10.04081633,0.25,4.37E-05,15.375,0.002690508,41,1,8,1,10,15238.7575,0,0,0,0.020408163,0.125,5.47E-06,4.123040449,FALSE,FALSE,TRUE,FALSE
2052,15792222,Johnstone,712,37,1,106881.5,2,0,0,169386.81,0,0.630990689,0.027027027,19.24324324,0.05,5.90E-06,35.6,0.004203397,36,8,4,6,9,14115.5675,150.1144663,2888.689189,0.630990689,0,2,1.18E-05,3.819147051,FALSE,FALSE,TRUE,FALSE
2053,15644765,Ashton,689,26,4,120727.97,1,0,1,149073.88,0,0.809853275,0.153846154,26.5,0.444444444,2.68E-05,76.55555556,0.004621869,22,7,1,7,8,12422.82333,175.2220174,4643.383462,0.809853275,0,0.25,6.71E-06,2.620848805,TRUE,FALSE,FALSE,TRUE
2055,15730868,Marshall,747,41,5,0,2,1,1,22750.17,0,0,0.12195122,18.2195122,0.208333333,0.000219779,31.125,0.032834919,36,9,6,1,2,1895.8475,0,0,0,0.024390244,0.4,8.79E-05,0.512945752,FALSE,FALSE,FALSE,TRUE
2056,15705991,Kenenna,469,38,9,113599.42,1,0,0,11950.29,0,9.505996926,0.236842105,12.34210526,0.428571429,0.00075312,22.33333333,0.03924591,29,1,5,7,1,995.8575,242.2162473,2989.458421,9.505996926,0,0.111111111,8.37E-05,0.210096519,TRUE,FALSE,FALSE,TRUE
2057,15577078,Zakharov,539,38,6,0,1,1,1,152880.07,1,0,0.157894737,14.18421053,0.285714286,3.92E-05,25.66666667,0.003525639,32,2,5,1,8,12740.00583,0,0,0,0.026315789,0.166666667,6.54E-06,5.644663639,FALSE,TRUE,FALSE,TRUE
2058,15679550,Chukwualuka,743,32,9,0,2,1,0,175252.78,0,0,0.28125,23.21875,0.6,5.14E-05,49.53333333,0.00423959,23,9,2,1,9,14604.39833,0,0,0,0.03125,0.222222222,1.14E-05,3.951406475,FALSE,FALSE,FALSE,TRUE
2059,15787655,Chu,707,47,3,0,2,1,0,174303.29,0,0,0.063829787,15.04255319,0.1,1.72E-05,23.56666667,0.004056148,44,8,7,1,9,14525.27417,0,0,0,0.021276596,0.666666667,1.15E-05,3.929998422,FALSE,FALSE,FALSE,TRUE
2060,15668081,Capon,581,50,4,0,2,1,1,80701.72,0,0,0.08,11.62,0.121212121,4.96E-05,17.60606061,0.007199351,46,3,8,1,5,6725.143333,0,0,0,0.02,0.5,2.48E-05,2.979682469,FALSE,TRUE,TRUE,FALSE
2061,15747980,Cattaneo,737,38,6,146282.79,2,1,0,198516.2,0,0.736880869,0.157894737,19.39473684,0.285714286,3.02E-05,35.0952381,0.003712543,32,9,5,9,10,16543.01667,198.4841113,3849.547105,0.736880869,0.026315789,0.333333333,1.01E-05,7.329648501,FALSE,TRUE,FALSE,TRUE
2062,15710295,Patrick,445,38,6,119413.62,2,1,0,175756.36,0,0.67942702,0.157894737,11.71052632,0.285714286,3.41E-05,21.19047619,0.002531914,32,1,5,7,9,14646.36333,268.3452135,3142.463684,0.67942702,0.026315789,0.333333333,1.14E-05,3.08995007,TRUE,FALSE,TRUE,FALSE
2063,15724443,Taylor,703,29,3,122084.63,1,0,1,82824.08,0,1.474023376,0.103448276,24.24137931,0.25,3.62E-05,58.58333333,0.00848787,26,7,2,8,5,6902.006667,173.6623471,4209.814828,1.474023376,0,0.333333333,1.21E-05,1.45611955,TRUE,FALSE,TRUE,FALSE
2064,15571305,Stephenson,588,35,1,103060.63,1,1,0,179866.01,1,0.57298558,0.028571429,16.8,0.055555556,5.56E-06,32.66666667,0.0032691,34,3,4,6,10,14988.83417,175.2731803,2944.589429,0.57298558,0.028571429,1,5.56E-06,3.162201301,TRUE,FALSE,TRUE,FALSE
2065,15569503,Yeh,765,44,6,0,2,1,1,159899.97,0,0,0.136363636,17.38636364,0.222222222,3.75E-05,28.33333333,0.004784241,38,9,7,1,9,13324.9975,0,0,0,0.022727273,0.333333333,1.25E-05,3.605248241,FALSE,FALSE,FALSE,TRUE
2066,15581840,DeRose,626,33,8,0,2,1,0,138504.28,0,0,0.242424242,18.96969697,0.5,5.78E-05,39.125,0.004519716,25,4,3,1,7,11542.02333,0,0,0,0.03030303,0.25,1.44E-05,3.122841811,FALSE,FALSE,FALSE,TRUE
2067,15772262,Vavilov,545,37,9,110483.86,1,1,1,127394.67,0,0.867256534,0.243243243,14.72972973,0.45,7.06E-05,27.25,0.004278044,28,2,4,7,7,10616.2225,202.7226789,2986.05027,0.867256534,0.027027027,0.111111111,7.85E-06,2.239709388,TRUE,FALSE,FALSE,TRUE
2068,15767794,Browne,744,31,9,120718.28,1,1,1,58961.49,0,2.04740891,0.290322581,24,0.642857143,0.000152642,53.14285714,0.012618406,22,9,2,7,3,4913.4575,162.2557527,3894.138065,2.04740891,0.032258065,0.111111111,1.70E-05,1.329398674,FALSE,FALSE,FALSE,TRUE
2069,15629338,Collingridge de Tourcey,658,31,2,36566.96,1,1,0,103644.98,1,0.352809755,0.064516129,21.22580645,0.142857143,1.93E-05,47,0.006348595,29,6,2,4,6,8637.081667,55.57288754,1179.579355,0.352809755,0.032258065,0.5,9.65E-06,3.826797371,FALSE,TRUE,TRUE,FALSE
2070,15790379,Rowe,629,28,8,108601,1,1,1,119647.7,0,0.90767311,0.285714286,22.46428571,0.727272727,6.69E-05,57.18181818,0.005257101,20,5,1,6,6,9970.641667,172.6565978,3878.607143,0.90767311,0.035714286,0.125,8.36E-06,2.1035109,TRUE,FALSE,FALSE,TRUE
2071,15750684,Jibunoh,719,42,4,0,1,1,0,28465.86,1,0,0.095238095,17.11904762,0.16,0.000140519,28.76,0.025258327,38,8,6,1,2,2372.155,0,0,0,0.023809524,0.25,3.51E-05,0.641816829,FALSE,FALSE,TRUE,FALSE
2072,15697214,Korovin,686,36,5,0,2,1,1,152979.14,0,0,0.138888889,19.05555556,0.263157895,3.27E-05,36.10526316,0.004484272,31,7,4,1,8,12748.26167,0,0,0,0.027777778,0.4,1.31E-05,5.648321518,FALSE,TRUE,TRUE,FALSE
2073,15711015,Hammonds,743,36,4,0,2,1,1,190911.02,0,0,0.111111111,20.63888889,0.210526316,2.10E-05,39.10526316,0.003891865,32,9,4,1,10,15909.25167,0,0,0,0.027777778,0.5,1.05E-05,4.304451209,FALSE,FALSE,FALSE,TRUE
2074,15573309,Ward,626,48,2,0,2,1,1,95794.98,0,0,0.041666667,13.04166667,0.064516129,2.09E-05,20.19354839,0.006534789,46,4,7,1,5,7982.915,0,0,0,0.020833333,1,2.09E-05,3.536958352,FALSE,TRUE,TRUE,FALSE
2075,15805303,Olisanugo,661,44,1,141136.62,1,1,0,189742.78,1,0.743831307,0.022727273,15.02272727,0.037037037,5.27E-06,24.48148148,0.003483664,43,6,7,9,10,15811.89833,213.5198487,3207.650455,0.743831307,0.022727273,1,5.27E-06,3.33584353,TRUE,FALSE,FALSE,TRUE
2076,15741385,Gallop,710,45,9,108231.37,1,1,1,188574.08,0,0.573946165,0.2,15.77777778,0.321428571,4.77E-05,25.35714286,0.003765099,36,8,7,6,10,15714.50667,152.4385493,2405.141556,0.573946165,0.022222222,0.111111111,5.30E-06,3.315296765,TRUE,FALSE,FALSE,TRUE
2077,15780254,Gartrell,654,40,6,0,1,0,0,183872.88,1,0,0.15,16.35,0.260869565,3.26E-05,28.43478261,0.003556805,34,6,5,1,10,15322.74,0,0,0,0,0.166666667,5.44E-06,4.145762987,FALSE,FALSE,FALSE,TRUE
2078,15744843,K'ung,569,34,6,144855.34,1,0,0,196555.32,0,0.736969826,0.176470588,16.73529412,0.352941176,3.05E-05,33.47058824,0.002894859,28,3,3,9,10,16379.61,254.5788049,4260.451176,0.736969826,0,0.166666667,5.09E-06,7.25724856,FALSE,TRUE,TRUE,FALSE
2080,15784736,Jamieson,562,45,6,136855.24,1,1,0,46864,0,2.920263742,0.133333333,12.48888889,0.214285714,0.00012803,20.07142857,0.011992147,39,2,7,9,3,3905.333333,243.5146619,3041.227556,2.920263742,0.022222222,0.166666667,2.13E-05,1.056637807,FALSE,FALSE,FALSE,TRUE
2081,15813412,Barlow,721,55,3,44020.89,1,1,0,65864.4,1,0.66835635,0.054545455,13.10909091,0.078947368,4.55E-05,18.97368421,0.010946733,52,8,8,4,4,5488.7,61.05532594,800.3798182,0.66835635,0.018181818,0.333333333,1.52E-05,1.485037879,FALSE,FALSE,TRUE,FALSE
2082,15809143,White,456,32,9,133060.63,1,1,1,125167.92,0,1.063056972,0.28125,14.25,0.6,7.19E-05,30.4,0.003643106,23,1,2,8,7,10430.66,291.7996272,4158.144688,1.063056972,0.03125,0.111111111,7.99E-06,2.200561181,TRUE,FALSE,FALSE,TRUE
2083,15617617,Stewart,811,39,7,0,2,1,1,177519.39,0,0,0.179487179,20.79487179,0.318181818,3.94E-05,36.86363636,0.004568515,32,10,5,1,9,14793.2825,0,0,0,0.025641026,0.285714286,1.13E-05,6.554400753,FALSE,TRUE,FALSE,TRUE
2084,15779738,Buccho,534,24,1,0,1,1,1,169653.32,0,0,0.041666667,22.25,0.142857143,5.89E-06,76.28571429,0.003147595,23,2,1,1,9,14137.77667,0,0,0,0.041666667,1,5.89E-06,3.825156025,FALSE,FALSE,FALSE,TRUE
2085,15668669,Benson,423,36,5,97665.61,1,1,0,118372.55,1,0.825069748,0.138888889,11.75,0.263157895,4.22E-05,22.26315789,0.003573464,31,1,4,6,6,9864.379167,230.8879669,2712.933611,0.825069748,0.027777778,0.2,8.45E-06,2.668933757,FALSE,FALSE,TRUE,FALSE
2086,15687477,Thompson,594,28,5,185013.02,1,1,0,16481.12,0,11.22575529,0.178571429,21.21428571,0.454545455,0.000303377,54,0.03604124,23,3,1,10,1,1373.426667,311.4697306,6607.607857,11.22575529,0.035714286,0.2,6.07E-05,0.289752461,TRUE,FALSE,FALSE,TRUE
2087,15578908,Todd,725,32,0,0,2,1,1,138525.19,0,0,0,22.65625,0,0,48.33333333,0.005233705,32,8,2,1,7,11543.76583,0,0,0,0.03125,2,1.44E-05,5.114650347,FALSE,TRUE,TRUE,FALSE
2088,15687658,Burgin,716,52,7,65971.61,2,1,0,14608,1,4.516128834,0.134615385,13.76923077,0.2,0.000479189,20.45714286,0.049014239,45,8,8,4,1,1217.333333,92.13912011,1268.684808,4.516128834,0.019230769,0.285714286,0.000136911,0.329365079,FALSE,FALSE,TRUE,FALSE
2089,15615020,Nnaife,595,41,9,150463.11,2,0,1,81548.38,0,1.845077854,0.219512195,14.51219512,0.375,0.000110364,24.79166667,0.007296282,32,3,6,10,5,6795.698333,252.8791765,3669.831951,1.845077854,0,0.222222222,2.45E-05,1.433691632,TRUE,FALSE,TRUE,FALSE
2090,15608886,Okwudiliolisa,679,33,1,0,2,0,0,69608.48,0,0,0.03030303,20.57575758,0.0625,1.44E-05,42.4375,0.009754559,32,7,3,1,4,5800.706667,0,0,0,0,2,2.87E-05,1.569455267,FALSE,FALSE,TRUE,FALSE
2091,15602551,Johnson,667,39,9,0,2,1,0,68873.8,0,0,0.230769231,17.1025641,0.409090909,0.000130674,30.31818182,0.009684379,30,6,5,1,4,5739.483333,0,0,0,0.025641026,0.222222222,2.90E-05,2.542970019,FALSE,TRUE,FALSE,TRUE
2092,15672945,Parkes,661,37,5,136425.18,1,1,0,81102.81,0,1.682126427,0.135135135,17.86486486,0.25,6.17E-05,33.05,0.008150149,32,6,4,9,5,6758.5675,206.3921029,3687.167027,1.682126427,0.027027027,0.2,1.23E-05,1.828616748,FALSE,FALSE,TRUE,FALSE
2093,15757408,Lo,655,38,3,250898.09,3,0,1,81054,1,3.095443655,0.078947368,17.23684211,0.142857143,3.70E-05,31.19047619,0.008081032,35,6,5,10,5,6754.5,383.0505191,6602.581316,3.095443655,0,1,3.70E-05,2.992689411,FALSE,TRUE,FALSE,TRUE
2094,15806132,Martin,555,55,4,146798.81,1,1,1,74149.77,0,1.979760827,0.072727273,10.09090909,0.105263158,5.39E-05,14.60526316,0.007484851,51,2,8,9,4,6179.1475,264.5023604,2669.069273,1.979760827,0.018181818,0.25,1.35E-05,1.671847267,FALSE,FALSE,FALSE,TRUE
2096,15673578,Page,611,40,7,128486.91,2,1,0,10109.47,0,12.70955945,0.175,15.275,0.304347826,0.00069242,26.56521739,0.060438381,33,4,5,8,1,842.4558333,210.2895417,3212.17275,12.70955945,0.025,0.285714286,0.000197834,0.177733298,TRUE,FALSE,TRUE,FALSE
2097,15757916,Amaechi,600,38,9,0,2,1,1,58855.85,0,0,0.236842105,15.78947368,0.428571429,0.000152916,28.57142857,0.010194399,29,4,5,1,3,4904.654167,0,0,0,0.026315789,0.222222222,3.40E-05,1.32701682,FALSE,FALSE,TRUE,FALSE
2098,15689168,Munro,531,37,1,143407.29,2,0,1,84402.46,0,1.699088984,0.027027027,14.35135135,0.05,1.18E-05,26.55,0.006291286,36,2,4,9,5,7033.538333,270.070226,3875.872703,1.699088984,0,2,2.37E-05,3.116321814,FALSE,TRUE,FALSE,TRUE
2099,15769216,Panicucci,601,43,2,0,1,1,0,49713.87,1,0,0.046511628,13.97674419,0.076923077,4.02E-05,23.11538462,0.012089182,41,4,6,1,3,4142.8225,0,0,0,0.023255814,0.5,2.01E-05,1.120893534,FALSE,FALSE,TRUE,FALSE
2100,15593295,Greathouse,548,57,6,76165.65,1,1,1,133537.53,0,0.570368869,0.105263158,9.614035088,0.15,4.49E-05,13.7,0.004103715,51,2,8,5,7,11128.1275,138.9884124,1336.239474,0.570368869,0.01754386,0.166666667,7.49E-06,3.010857008,FALSE,FALSE,FALSE,TRUE
2101,15804814,Ts'ui,759,40,4,0,2,1,0,124615.59,0,0,0.1,18.975,0.173913043,3.21E-05,33,0.006090731,36,9,5,1,7,10384.6325,0,0,0,0.025,0.5,1.60E-05,2.80969494,FALSE,FALSE,FALSE,TRUE
2102,15778934,Napolitani,678,49,8,0,2,0,1,98090.69,0,0,0.163265306,13.83673469,0.25,8.16E-05,21.1875,0.006911971,41,6,8,1,5,8174.224167,0,0,0,0,0.25,2.04E-05,3.621720942,FALSE,TRUE,TRUE,FALSE
2103,15802351,Beers,755,33,6,90560.3,2,1,1,42607.69,0,2.125444961,0.181818182,22.87878788,0.375,0.00014082,47.1875,0.017719806,27,9,3,5,3,3550.640833,119.9474172,2744.251515,2.125444961,0.03030303,0.333333333,4.69E-05,0.749080345,TRUE,FALSE,TRUE,FALSE
2104,15630241,Tretyakova,594,61,3,62391.22,1,1,1,192434.11,0,0.32422121,0.049180328,9.737704918,0.068181818,1.56E-05,13.5,0.003086771,58,3,8,4,10,16036.17583,105.0357239,1022.806885,0.32422121,0.016393443,0.333333333,5.20E-06,4.338792163,FALSE,FALSE,FALSE,TRUE
2105,15719561,Lin,768,42,5,0,3,0,0,60686.4,0,0,0.119047619,18.28571429,0.2,8.24E-05,30.72,0.012655224,37,9,6,1,3,5057.2,0,0,0,0,0.6,4.94E-05,1.368290043,FALSE,FALSE,FALSE,TRUE
2106,15615096,Costa,492,31,7,0,2,1,1,49463.44,0,0,0.225806452,15.87096774,0.5,0.000141519,35.14285714,0.00994674,24,1,2,1,3,4121.953333,0,0,0,0.032258065,0.285714286,4.04E-05,1.115247114,FALSE,FALSE,TRUE,FALSE
2107,15659931,Ibezimako,637,55,1,123378.2,1,1,0,81431.99,1,1.515107269,0.018181818,11.58181818,0.026315789,1.23E-05,16.76315789,0.007822479,54,5,8,8,5,6785.999167,193.6863422,2243.24,1.515107269,0.018181818,1,1.23E-05,1.431645394,TRUE,FALSE,TRUE,FALSE
2108,15714586,Marcelo,646,42,3,99836.47,1,0,1,22909.56,0,4.357851919,0.071428571,15.38095238,0.12,0.00013095,25.84,0.028197835,39,5,6,6,2,1909.13,154.5456192,2377.05881,4.357851919,0,0.333333333,4.36E-05,0.845870625,FALSE,TRUE,TRUE,FALSE
2110,15589224,Moore,596,41,5,0,2,0,1,141053.85,0,0,0.12195122,14.53658537,0.208333333,3.54E-05,24.83333333,0.004225337,36,3,6,1,8,11754.4875,0,0,0,0,0.4,1.42E-05,5.208013957,FALSE,TRUE,FALSE,TRUE
2111,15795990,Lumholtz,722,48,10,138311.76,1,1,1,3472.63,1,39.82910935,0.208333333,15.04166667,0.322580645,0.002879662,23.29032258,0.207911583,38,8,7,9,1,289.3858333,191.5675346,2881.495,39.82910935,0.020833333,0.1,0.000287966,0.061051864,TRUE,FALSE,TRUE,FALSE
2112,15603216,Simpson,642,25,7,0,2,1,0,102083.78,0,0,0.28,25.68,0.875,6.86E-05,80.25,0.006288952,18,5,1,1,6,8506.981667,0,0,0,0.04,0.285714286,1.96E-05,2.301672529,FALSE,FALSE,FALSE,TRUE
2113,15631201,Hill,472,28,4,0,2,1,0,1801.77,0,0,0.142857143,16.85714286,0.363636364,0.002220039,42.90909091,0.261964624,24,1,1,1,1,150.1475,0,0,0,0.035714286,0.5,0.00111002,0.066525255,FALSE,TRUE,TRUE,FALSE
2114,15686255,Mouzon,738,35,6,101744.84,1,0,0,85185.44,0,1.194392375,0.171428571,21.08571429,0.333333333,7.04E-05,41,0.008663452,29,9,4,6,5,7098.786667,137.8656369,2906.995429,1.194392375,0,0.166666667,1.17E-05,1.497634318,TRUE,FALSE,FALSE,TRUE
2115,15746594,Wu,732,33,8,0,1,1,0,119882.7,0,0,0.242424242,22.18181818,0.5,6.67E-05,45.75,0.006105969,25,8,3,1,6,9990.225,0,0,0,0.03030303,0.125,8.34E-06,4.426329198,FALSE,TRUE,FALSE,TRUE
2116,15718893,Pirozzi,404,54,4,125456.07,1,1,0,83715.66,1,1.498597395,0.074074074,7.481481481,0.108108108,4.78E-05,10.91891892,0.004825859,50,1,8,8,5,6976.305,310.5348267,2323.260556,1.498597395,0.018518519,0.25,1.19E-05,1.471794304,TRUE,FALSE,TRUE,FALSE
2117,15671609,Ibeabuchi,701,44,7,0,2,1,0,23425.78,0,0,0.159090909,15.93181818,0.259259259,0.000298816,25.96296296,0.029924297,37,7,7,1,2,1952.148333,0,0,0,0.022727273,0.285714286,8.54E-05,0.528178662,FALSE,FALSE,FALSE,TRUE
2118,15652540,Garnsey,683,31,2,0,2,0,1,77326.78,0,0,0.064516129,22.03225806,0.142857143,2.59E-05,48.78571429,0.008832645,29,7,2,1,4,6443.898333,0,0,0,0,1,2.59E-05,1.743478986,FALSE,FALSE,FALSE,TRUE
2119,15774857,Synnot,460,27,7,0,2,1,0,156150.08,1,0,0.259259259,17.03703704,0.7,4.48E-05,46,0.002945884,20,1,1,1,8,13012.50667,0,0,0,0.037037037,0.285714286,1.28E-05,3.520699856,FALSE,FALSE,TRUE,FALSE
2120,15791836,Wildman,690,29,5,0,2,1,0,108577.97,0,0,0.172413793,23.79310345,0.416666667,4.60E-05,57.5,0.00635488,24,7,2,1,6,9048.164167,0,0,0,0.034482759,0.4,1.84E-05,2.448096365,FALSE,FALSE,FALSE,TRUE
2121,15651554,Anenechukwu,618,54,4,118449.21,1,1,1,133573.29,1,0.886773171,0.074074074,11.44444444,0.108108108,2.99E-05,16.7027027,0.004626673,50,4,8,7,7,11131.1075,191.6653883,2193.503889,0.886773171,0.018518519,0.25,7.49E-06,2.348334916,TRUE,FALSE,TRUE,FALSE
2122,15583576,Tai,671,30,2,0,1,0,1,102057.86,0,0,0.066666667,22.36666667,0.153846154,1.96E-05,51.61538462,0.006574702,28,6,2,1,6,8504.821667,0,0,0,0,0.5,9.80E-06,2.301088113,FALSE,FALSE,FALSE,TRUE
2123,15732740,Plant,765,32,9,178095.55,1,0,0,47247.56,0,3.769412643,0.28125,23.90625,0.6,0.000190486,51,0.016191312,23,9,2,10,3,3937.296667,232.8046405,5565.485938,3.769412643,0,0.111111111,2.12E-05,1.744482351,FALSE,TRUE,TRUE,FALSE
2124,15723320,Azubuike,651,25,2,109175.14,2,1,0,114566.47,0,0.952941467,0.08,26.04,0.25,1.75E-05,81.375,0.005682291,23,5,1,6,6,9547.205833,167.7037481,4367.0056,0.952941467,0.04,1,1.75E-05,2.014178446,TRUE,FALSE,TRUE,FALSE
2126,15777923,Johnston,544,45,6,0,2,0,1,151401.33,0,0,0.133333333,12.08888889,0.214285714,3.96E-05,19.42857143,0.003593099,39,2,7,1,8,12616.7775,0,0,0,0,0.333333333,1.32E-05,3.413630276,FALSE,FALSE,TRUE,FALSE
2127,15735719,Babbage,790,40,9,0,2,1,1,70607.1,0,0,0.225,19.75,0.391304348,0.000127466,34.34782609,0.011188676,31,10,5,1,4,5883.925,0,0,0,0.025,0.222222222,2.83E-05,1.59197105,FALSE,FALSE,TRUE,FALSE
2128,15703482,Walker,710,34,9,134260.36,2,1,0,147074.67,0,0.912872081,0.264705882,20.88235294,0.529411765,6.12E-05,41.76470588,0.00482748,25,8,3,9,8,12256.2225,189.0990986,3948.834118,0.912872081,0.029411765,0.222222222,1.36E-05,2.585700949,TRUE,FALSE,FALSE,TRUE
2129,15605835,Rice,743,37,8,69143.91,2,0,1,105780.18,0,0.653656573,0.216216216,20.08108108,0.4,7.56E-05,37.15,0.007024,29,9,4,4,6,8815.015,93.06044415,1868.754324,0.653656573,0,0.25,1.89E-05,2.385014881,FALSE,FALSE,FALSE,TRUE
2130,15664881,Norton,702,34,4,100054.77,1,1,0,109496.45,0,0.913771816,0.117647059,20.64705882,0.235294118,3.65E-05,41.29411765,0.006411167,30,7,3,6,6,9124.704167,142.5281624,2942.787353,0.913771816,0.029411765,0.25,9.13E-06,2.46880524,FALSE,FALSE,FALSE,TRUE
2131,15757568,Bogolyubov,704,45,6,0,1,1,1,137739.45,0,0,0.133333333,15.64444444,0.214285714,4.36E-05,25.14285714,0.005111099,39,7,7,1,7,11478.2875,0,0,0,0.022222222,0.166666667,7.26E-06,3.105597267,FALSE,FALSE,TRUE,FALSE
2132,15792660,Gibbons,614,38,2,116248.88,1,1,0,105140.92,0,1.105648305,0.052631579,16.15789474,0.095238095,1.90E-05,29.23809524,0.005839782,36,4,5,7,6,8761.743333,189.3304235,3059.181053,1.105648305,0.026315789,0.5,9.51E-06,2.370601551,FALSE,FALSE,FALSE,TRUE
2133,15599722,Chia,609,43,6,86053.52,2,1,1,113276.46,1,0.759676988,0.139534884,14.1627907,0.230769231,5.30E-05,23.42307692,0.005376227,37,4,6,5,6,9439.705,141.3029885,2001.244651,0.759676988,0.023255814,0.333333333,1.77E-05,4.182412494,FALSE,TRUE,TRUE,FALSE
2134,15726354,Smith,688,32,6,123157.95,1,1,0,172531.23,0,0.713829896,0.1875,21.5,0.4,3.48E-05,45.86666667,0.003987684,26,7,2,8,9,14377.6025,179.0086483,3848.685938,0.713829896,0.03125,0.166666667,5.80E-06,3.890043966,FALSE,FALSE,TRUE,FALSE
2135,15610355,Hunter,713,44,1,63438.91,1,1,0,64375.4,0,0.985452673,0.022727273,16.20454545,0.037037037,1.55E-05,26.40740741,0.011075659,43,8,7,4,4,5364.616667,88.97462833,1441.793409,0.985452673,0.022727273,1,1.55E-05,1.451465548,FALSE,FALSE,FALSE,TRUE
